time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1767983562.04987907,0.00772033,11552,0.00034331,0.00000000,0,0.00000000,7095,7106,51,0.00106884
1767983562.14945412,0.00755879,11316,0.00026341,0.00000000,0,0.00000000,7106,7113,37,0.00138987
1767983562.24899006,0.00702567,11204,0.00022369,0.00000000,0,0.00000000,7113,7126,32,0.00171408
1767983562.34979320,0.00347460,11074,0.00020204,0.00000000,0,0.00000000,7126,7132,46,0.00098865
1767983562.44932818,0.00768254,10945,0.00029421,0.00000000,0,0.00000000,7132,7134,43,0.00099762
1767983562.54887128,0.00601608,10828,0.00029245,0.00000000,0,0.00000000,7134,7150,48,0.00109323
1767983562.64973640,0.00753489,10780,0.00034393,0.00000000,0,0.00000000,7150,7169,47,0.00051989
1767983562.74929762,0.00344547,10568,0.00019029,0.00000000,0,0.00000000,7169,7195,44,0.00036811
1767983562.84879446,0.00725755,10532,0.00035317,0.00000000,0,0.00000000,7195,7200,32,0.00077265
1767983562.94969893,0.00339994,10663,0.00015280,0.00000000,0,0.00000000,7200,7220,47,0.00109332
1767983563.04922557,0.00813702,10484,0.00039823,0.00000000,0,0.00000000,7220,7237,56,0.00076844
1767983563.14873123,0.00744043,10415,0.00061718,0.00000000,0,0.00000000,7237,7277,97,0.00084154
1767983563.24964309,0.00724154,10550,0.00044881,0.00000000,0,0.00000000,7277,7316,71,0.00114073
1767983563.34914899,0.00204824,10410,0.00012547,0.00000000,0,0.00000000,7316,7314,68,0.00094082
1767983563.44868326,0.00710170,10316,0.00049826,0.00000000,0,0.00000000,7314,7351,87,0.00165641
1767983563.54954004,0.00202612,10590,0.00011447,0.00000000,0,0.00000000,7351,7351,49,0.00109899
1767983563.64908004,0.00734899,10449,0.00039699,0.00000000,0,0.00000000,7351,7325,46,0.00084153
1767983563.74990010,0.00637970,10638,0.00035804,0.00000000,0,0.00000000,7325,7331,54,0.00030594
1767983563.84946489,0.00792482,10502,0.00028038,0.00000000,0,0.00000000,7331,7358,47,0.00097956
1767983563.94902682,0.00433929,10582,0.00011175,0.00000000,0,0.00000000,7358,7379,38,0.00047305
1767983564.04982805,0.00718237,10860,0.00026581,0.00000000,0,0.00000000,7379,7396,40,0.00095795
1767983564.14903665,0.00271060,10631,0.00009990,0.00000000,0,0.00000000,7396,7414,45,0.00035157
1767983564.24888611,0.00723832,10717,0.00051250,0.00000000,0,0.00000000,7414,7364,33,0.00170390
1767983564.34977245,0.00632330,10951,0.00022016,0.00000000,0,0.00000000,7364,7381,34,0.00105433
1767983564.44932175,0.00695829,10829,0.00032562,0.00000000,0,0.00000000,7381,7399,49,0.00107915
1767983564.54881763,0.00759108,10785,0.00033638,0.00000000,0,0.00000000,7399,7385,35,0.00059278
1767983564.64946938,0.00678228,10948,0.00027200,0.00000000,0,0.00000000,7385,7408,41,0.00096763
1767983564.74926233,0.00477127,10922,0.00017278,0.00000000,0,0.00000000,7408,7403,28,0.00097041
1767983564.84874725,0.00661982,10920,0.00013547,0.00000000,0,0.00000000,7403,7421,24,0.00097526
1767983564.94965196,0.00439468,11129,0.00012555,0.00000000,0,0.00000000,7421,7433,27,0.00153100
1767983565.04917908,0.00664914,10988,0.00025837,0.00000000,0,0.00000000,7433,7432,27,0.00106320
1767983565.14868736,0.00448839,11009,0.00014646,0.00000000,0,0.00000000,7432,7421,20,0.00035208
1767983565.24956560,0.00677008,11287,0.00020474,0.00000000,0,0.00000000,7421,7449,38,0.00097608
1767983565.34921670,0.00468105,11332,0.00018211,0.00000000,0,0.00000000,7449,7449,30,0.00053503
1767983565.44831252,0.00800447,11389,0.00043170,0.00000000,0,0.00000000,7449,7419,35,0.00114443
1767983565.54949689,0.00235513,11755,0.00010800,0.00000000,0,0.00000000,7419,7413,31,0.00030189
1767983565.64902973,0.00705804,11690,0.00017081,0.00000000,0,0.00000000,7413,7438,34,0.00096922
1767983565.74855638,0.00368359,11790,0.00012296,0.00000000,0,0.00000000,7438,7450,32,0.00034403
1767983565.84942961,0.00685698,12088,0.00009909,0.00000000,0,0.00000000,7450,7480,57,0.00167007
1767983565.94891620,0.01501611,12006,0.00039028,0.00000000,0,0.00000000,7480,7508,58,0.00034816
1767983566.04977608,0.00764390,12243,0.00036809,0.00000000,0,0.00000000,7508,7518,52,0.00097328
1767983566.14934707,0.00693704,12073,0.00009941,0.00000000,0,0.00000000,7518,7541,28,0.00047957
1767983566.24884105,0.00721824,12146,0.00028460,0.00000000,0,0.00000000,7541,7568,47,0.00160118
1767983566.34970260,0.00578032,12400,0.00025695,0.00000000,0,0.00000000,7568,7569,32,0.00111287
1767983566.44949865,0.00727019,12288,0.00034860,0.00000000,0,0.00000000,7569,7577,41,0.00112804
1767983566.54877591,0.00560788,12365,0.00014013,0.00000000,0,0.00000000,7577,7588,48,0.00149698
1767983566.64968419,0.00992434,12629,0.00126337,0.00000000,0,0.00000000,7588,7625,44,0.00112291
1767983566.74921727,0.00377468,12456,0.00020636,0.00000000,0,0.00000000,7086,7114,43,0.00097933
1767983566.84869719,0.00798346,12188,0.00014853,0.00000000,0,0.00000000,7114,7138,26,0.00157743
1767983566.94924235,0.00470124,12207,0.00014094,0.00000000,0,0.00000000,7138,7163,47,0.00121359
1767983567.04913592,0.00721363,11873,0.00029414,0.00000000,0,0.00000000,7163,7203,55,0.00170896
1767983567.14865422,0.00669007,11823,0.00015383,0.00000000,0,0.00000000,7203,7214,22,0.00077198
1767983567.24953198,0.00832924,11941,0.00035710,0.00000000,0,0.00000000,7214,7239,58,0.00176892
1767983567.34905052,0.00702763,11704,0.00019178,0.00000000,0,0.00000000,7239,7265,33,0.00103118
1767983567.44857645,0.00671637,11718,0.00020748,0.00000000,0,0.00000000,7265,7249,23,0.00110557
1767983567.54941368,0.00852704,11882,0.00029055,0.00000000,0,0.00000000,7249,7280,44,0.00099703
1767983567.64897609,0.00708351,11769,0.00022865,0.00000000,0,0.00000000,7280,7292,34,0.00179842
1767983567.74826217,0.00759397,11873,0.00032558,0.00000000,0,0.00000000,7292,7294,40,0.00082576
1767983567.84937453,0.00498571,12245,0.00018805,0.00000000,0,0.00000000,7294,7296,36,0.00065535
1767983567.94886470,0.00861480,12160,0.00025967,0.00000000,0,0.00000000,7296,7331,49,0.00053885
1767983568.04841065,0.00840919,12235,0.00020921,0.00000000,0,0.00000000,7331,7353,30,0.00108878
1767983568.14930248,0.00313966,12462,0.00007756,0.00000000,0,0.00000000,7353,7357,20,0.00106135
1767983568.24879956,0.00722469,12222,0.00027807,0.00000000,0,0.00000000,7357,7383,46,0.00047250
1767983568.34968781,0.00851385,12440,0.00022758,0.00000000,0,0.00000000,7383,7393,32,0.00172173
1767983568.44922161,0.00558537,12233,0.00008983,0.00000000,0,0.00000000,7393,7395,19,0.00101932
1767983568.55009508,0.00600833,12384,0.00009411,0.00000000,0,0.00000000,7395,7412,23,0.00037163
1767983568.64963055,0.00700448,12132,0.00006026,0.00000000,0,0.00000000,7412,7406,29,0.00116456
1767983568.74917936,0.00562996,12119,0.00010532,0.00000000,0,0.00000000,7406,7413,17,0.00114236
1767983568.84869528,0.00716791,12102,0.00014031,0.00000000,0,0.00000000,7413,7421,23,0.00067208
1767983568.94950008,0.00427846,12280,0.00007809,0.00000000,0,0.00000000,7421,7418,27,0.00033098
1767983569.04907846,0.00700196,12076,0.00003740,0.00000000,0,0.00000000,7418,7431,16,0.00102412
1767983569.14857483,0.00659902,12052,0.00010945,0.00000000,0,0.00000000,7431,7450,22,0.00032724
1767983569.24947953,0.00741081,12188,0.00019334,0.00000000,0,0.00000000,7450,7468,48,0.00098117
1767983569.34897780,0.00701522,11935,0.00028393,0.00000000,0,0.00000000,7468,7497,53,0.00101357
1767983569.44720244,0.00719699,11723,0.00024161,0.00000000,0,0.00000000,7497,7514,43,0.00098466
1767983569.54809284,0.00722087,12084,0.00025154,0.00000000,0,0.00000000,7514,7534,35,0.00035621
1767983569.64756250,0.00697869,11866,0.00037520,0.00000000,0,0.00000000,7534,7561,56,0.00106314
1767983569.74714303,0.00233171,11979,0.00023388,0.00000000,0,0.00000000,7561,7563,47,0.00097855
1767983569.84802771,0.00708077,12206,0.00041453,0.00000000,0,0.00000000,7563,7585,65,0.00102474
1767983569.94881654,0.00211229,12292,0.00013808,0.00000000,0,0.00000000,7585,7618,70,0.00117968
1767983570.04969406,0.00757738,12388,0.00045473,0.00000000,0,0.00000000,7618,7673,76,0.00109795
1767983570.15054154,0.00223480,12507,0.00018175,0.00000000,0,0.00000000,7673,7726,103,0.00057421
1767983570.25108361,0.00737635,12554,0.00063190,0.00000000,0,0.00000000,7726,7764,98,0.00067039
1767983570.35093832,0.00354930,12270,0.00018750,0.00000000,0,0.00000000,7764,7777,44,0.00032752
1767983570.45179796,0.00555598,12345,0.00029037,0.00000000,0,0.00000000,7777,7810,51,0.00112849
1767983570.55139589,0.00304048,12110,0.00007470,0.00000000,0,0.00000000,7810,7832,42,0.00034936
1767983570.65085912,0.00755817,12063,0.00041568,0.00000000,0,0.00000000,7832,7813,43,0.00065843
1767983570.75042653,0.00685638,12122,0.00022165,0.00000000,0,0.00000000,7813,7828,37,0.00067067
1767983570.84993815,0.00658984,12031,0.00026196,0.00000000,0,0.00000000,7828,7837,31,0.00061394
1767983570.94945884,0.00371636,12001,0.00007789,0.00000000,0,0.00000000,7837,7857,26,0.00042709
1767983571.04902172,0.00772565,12003,0.00014424,0.00000000,0,0.00000000,7857,7869,19,0.00104205
1767983571.14856005,0.00772898,11969,0.00051839,0.00000000,0,0.00000000,7869,7872,30,0.00110351
1767983571.24809027,0.00735454,11972,0.00013771,0.00000000,0,0.00000000,7872,7890,23,0.00061498
1767983571.34891748,0.00590050,12150,0.00021397,0.00000000,0,0.00000000,7890,7890,49,0.00032387
1767983571.44977069,0.00764314,12170,0.00040535,0.00000000,0,0.00000000,7890,7916,66,0.00111463
1767983571.55066419,0.00470809,12219,0.00025002,0.00000000,0,0.00000000,7916,7913,61,0.00168210
1767983571.65021968,0.00720908,12098,0.00050453,0.00000000,0,0.00000000,7913,7960,85,0.00086796
1767983571.75107813,0.00593157,12369,0.00023298,0.00000000,0,0.00000000,7960,7971,56,0.00120080
1767983571.84887838,0.00264629,12072,0.00012441,0.00000000,0,0.00000000,7971,7973,42,0.00103473
1767983571.94876766,0.00319654,12499,0.00019965,0.00000000,0,0.00000000,7973,8004,70,0.00052858
1767983572.04701662,0.00824714,12544,0.00021875,0.00000000,0,0.00000000,8004,8018,30,0.00059660
1767983572.14650416,0.00491709,12899,0.00010095,0.00000000,0,0.00000000,8018,8037,27,0.00061726
1767983572.24608898,0.00759357,13166,0.00029221,0.00000000,0,0.00000000,8037,8021,30,0.00034311
1767983572.34689593,0.00799367,13690,0.00046415,0.00000000,0,0.00000000,8021,7986,33,0.00060121
1767983572.44775915,0.00740703,13902,0.00003580,0.00000000,0,0.00000000,7986,7997,21,0.00166619
1767983572.54865122,0.00247561,13989,0.00005148,0.00000000,0,0.00000000,7997,8014,26,0.00098070
1767983572.64947844,0.00803611,14132,0.00020733,0.00000000,0,0.00000000,8014,8028,21,0.00098921
1767983572.75036001,0.00726093,14239,0.00009008,0.00000000,0,0.00000000,8028,8036,17,0.00092893
1767983572.85123610,0.00802377,14303,0.00021943,0.00000000,0,0.00000000,8036,8041,25,0.00115361
1767983572.95073724,0.00320626,14068,0.00011114,0.00000000,0,0.00000000,8041,8054,41,0.00033411
1767983573.05030179,0.00720597,13909,0.00006315,0.00000000,0,0.00000000,8054,8070,35,0.00118165
1767983573.14979959,0.00223560,13787,0.00003971,0.00000000,0,0.00000000,8070,8084,28,0.00067636
1767983573.24938822,0.00796475,13654,0.00027433,0.00000000,0,0.00000000,8084,8076,28,0.00114785
1767983573.35021520,0.00319838,13722,0.00011516,0.00000000,0,0.00000000,8076,8101,53,0.00063026
1767983573.44839597,0.00811497,13273,0.00049028,0.00000000,0,0.00000000,8101,8116,36,0.00104824
1767983573.54929686,0.00413956,13554,0.00012328,0.00000000,0,0.00000000,8116,8137,34,0.00033984
1767983573.64845085,0.00355066,13295,0.00020000,0.00000000,0,0.00000000,8137,8147,49,0.00121260
1767983573.74837089,0.00369073,13210,0.00016023,0.00000000,0,0.00000000,8147,7865,40,0.00056018
1767983573.84921718,0.00769825,13318,0.00016623,0.00000000,0,0.00000000,7865,7892,33,0.00096650
1767983573.94872403,0.00399023,13100,0.00010899,0.00000000,0,0.00000000,7892,7915,33,0.00033605
1767983574.04962063,0.00788785,13280,0.00025312,0.00000000,0,0.00000000,7915,7930,31,0.00034161
1767983574.14904213,0.00713330,13093,0.00010295,0.00000000,0,0.00000000,7930,7951,27,0.00099446
1767983574.25002217,0.00809712,13283,0.00030108,0.00000000,0,0.00000000,7951,7962,39,0.00106861
1767983574.34953737,0.00897154,13045,0.00032201,0.00000000,0,0.00000000,7962,7983,38,0.00031823
1767983574.44895816,0.00797499,13089,0.00044385,0.00000000,0,0.00000000,7983,7998,54,0.00113434
1767983574.54989743,0.00319853,13158,0.00020052,0.00000000,0,0.00000000,7998,8045,87,0.00033169
1767983574.64927053,0.00709394,12983,0.00052620,0.00000000,0,0.00000000,8045,8070,52,0.00101712
1767983574.74902391,0.00488226,12999,0.00027033,0.00000000,0,0.00000000,8070,8079,43,0.00159945
1767983574.84982991,0.00825108,13319,0.00035548,0.00000000,0,0.00000000,8079,8114,62,0.00101328
1767983574.94941068,0.00532950,13233,0.00009030,0.00000000,0,0.00000000,8114,8132,31,0.00080862
1767983575.04888773,0.00804318,13240,0.00016246,0.00000000,0,0.00000000,8132,8145,27,0.00100852
1767983575.14975238,0.00290771,13523,0.00018478,0.00000000,0,0.00000000,8145,8164,62,0.00063548
1767983575.24932075,0.00792491,13406,0.00012862,0.00000000,0,0.00000000,8164,8193,55,0.00170100
1767983575.34882450,0.00532182,13480,0.00051154,0.00000000,0,0.00000000,8193,8212,43,0.00143979
1767983575.44968057,0.00890339,13745,0.00055093,0.00000000,0,0.00000000,8212,8207,56,0.00108318
1767983575.54924226,0.00845577,13636,0.00029772,0.00000000,0,0.00000000,8207,8203,33,0.00059007
1767983575.65006685,0.00861178,13768,0.00034327,0.00000000,0,0.00000000,8203,8229,50,0.00100699
1767983575.74964356,0.00868256,13585,0.00023068,0.00000000,0,0.00000000,8229,8245,34,0.00168151
1767983575.84916306,0.00857183,13488,0.00036278,0.00000000,0,0.00000000,8245,8273,47,0.00104876
1767983575.95003581,0.00571683,13778,0.00047562,0.00000000,0,0.00000000,8273,8297,62,0.00068418
1767983576.04956794,0.00842366,13659,0.00031050,0.00000000,0,0.00000000,8297,8308,43,0.00105423
1767983576.14906573,0.00474664,13706,0.00012646,0.00000000,0,0.00000000,8308,8322,40,0.00087928
1767983576.24992156,0.00885460,13916,0.00047176,0.00000000,0,0.00000000,8322,8343,80,0.00100424
1767983576.34950018,0.00777871,13559,0.00045888,0.00000000,0,0.00000000,8343,8332,36,0.00098688
1767983576.44902158,0.00853919,13767,0.00023894,0.00000000,0,0.00000000,8332,8336,37,0.00116596
1767983576.54855824,0.00389537,13682,0.00012694,0.00000000,0,0.00000000,8336,8360,38,0.00099156
1767983576.64943075,0.00893549,13934,0.00043428,0.00000000,0,0.00000000,8360,8365,54,0.00115571
1767983576.74891758,0.00543851,13827,0.00029746,0.00000000,0,0.00000000,8365,8332,51,0.00031368
1767983576.84847879,0.00847412,13800,0.00029625,0.00000000,0,0.00000000,8332,8353,33,0.00112628
1767983576.94935250,0.00389114,13892,0.00011131,0.00000000,0,0.00000000,8353,8364,28,0.00040520
1767983577.04884696,0.00900630,13651,0.00025874,0.00000000,0,0.00000000,8364,8397,44,0.00102282
1767983577.14841676,0.00291671,13681,0.00010897,0.00000000,0,0.00000000,8397,8427,48,0.00170405
1767983577.24928761,0.00850494,13863,0.00015880,0.00000000,0,0.00000000,8427,8429,23,0.00193162
1767983577.34876418,0.00238324,13660,0.00008913,0.00000000,0,0.00000000,8429,8428,30,0.00045121
1767983577.44962716,0.00868885,13860,0.00024286,0.00000000,0,0.00000000,8428,8433,34,0.00111356
1767983577.54919982,0.00822907,13617,0.00021978,0.00000000,0,0.00000000,8433,8458,32,0.00033769
1767983577.64869308,0.00863116,13581,0.00034449,0.00000000,0,0.00000000,8458,8468,42,0.00117104
1767983577.74955893,0.00688754,13693,0.00023747,0.00000000,0,0.00000000,8468,8481,42,0.00033923
1767983577.84912586,0.00846865,13558,0.00045787,0.00000000,0,0.00000000,8481,8501,66,0.00116672
1767983577.94996214,0.00830630,13816,0.00036416,0.00000000,0,0.00000000,8501,8498,29,0.00070585
1767983578.04950476,0.00886870,13709,0.00008695,0.00000000,0,0.00000000,8498,8501,10,0.00186370
1767983578.14905214,0.00502112,13668,0.00003701,0.00000000,0,0.00000000,8501,8512,13,0.00104733
1767983578.24991536,0.00832034,13832,0.00014004,0.00000000,0,0.00000000,8512,8517,16,0.00143268
1767983578.34944081,0.00228872,13681,0.00002000,0.00000000,0,0.00000000,8517,8522,9,0.00030845
1767983578.44893384,0.00225320,13684,0.00001554,0.00000000,0,0.00000000,8522,8519,6,0.00184381
1767983578.54979849,0.00233071,13837,0.00002274,0.00000000,0,0.00000000,8519,8522,9,0.00104282
1767983578.64936519,0.00340978,13684,0.00002695,0.00000000,0,0.00000000,8522,8520,6,0.00113366
1767983578.74886513,0.00344393,13679,0.00004937,0.00000000,0,0.00000000,8520,8527,12,0.00030731
1767983578.84973025,0.00981692,13832,0.00016264,0.00000000,0,0.00000000,8527,8526,11,0.00034791
1767983578.94929433,0.00719582,13681,0.00004663,0.00000000,0,0.00000000,8526,8534,9,0.00036013
1767983579.04845214,0.00343381,13666,0.00004861,0.00000000,0,0.00000000,8534,8522,9,0.00063323
1767983579.14965868,0.00238020,13795,0.00002862,0.00000000,0,0.00000000,8522,8525,11,0.00065926
1767983579.24920988,0.00673849,13691,0.00003781,0.00000000,0,0.00000000,8525,8530,16,0.00171042
1767983579.34872985,0.00850331,13670,0.00014172,0.00000000,0,0.00000000,8530,8531,15,0.00083176
1767983579.44962478,0.00236723,13821,0.00001323,0.00000000,0,0.00000000,8531,8535,8,0.00063717
1767983579.54946160,0.00231617,13664,0.00002035,0.00000000,0,0.00000000,8535,8530,6,0.00064166
1767983579.64863777,0.00225686,13663,0.00001254,0.00000000,0,0.00000000,8530,8532,4,0.00066959
1767983579.74954724,0.00227957,13822,0.00001720,0.00000000,0,0.00000000,8532,8543,13,0.00110814
1767983579.84908509,0.00233185,13665,0.00002341,0.00000000,0,0.00000000,8543,8544,12,0.00036378
1767983579.94989753,0.00234612,13802,0.00002804,0.00000000,0,0.00000000,8544,8546,11,0.00035094
1767983580.04921770,0.00230282,13669,0.00001250,0.00000000,0,0.00000000,8546,8544,4,0.00036386
1767983580.14900398,0.00664279,13679,0.00003420,0.00000000,0,0.00000000,8544,8542,3,0.00030925
1767983580.24982095,0.00829231,13818,0.00005829,0.00000000,0,0.00000000,8542,8545,6,0.00030446
1767983580.34940529,0.00223226,13661,0.00000971,0.00000000,0,0.00000000,8545,8547,3,0.00031292
1767983580.44889617,0.00230029,13670,0.00000640,0.00000000,0,0.00000000,8547,8550,3,0.00034618
1767983580.54999685,0.00848166,13826,0.00007882,0.00000000,0,0.00000000,8550,8553,8,0.00098485
1767983580.64931989,0.01005760,13663,0.00004630,0.00000000,0,0.00000000,8553,8556,4,0.00102854
1767983580.74881577,0.00846730,13670,0.00007344,0.00000000,0,0.00000000,8556,8560,8,0.00031940
1767983580.84967971,0.00285750,13821,0.00002418,0.00000000,0,0.00000000,8560,8560,6,0.00033527
1767983580.94923925,0.00234500,13676,0.00002571,0.00000000,0,0.00000000,8560,8554,4,0.00083517
1767983581.04873753,0.00219741,13660,0.00002123,0.00000000,0,0.00000000,8554,8545,5,0.00170408
1767983581.14966607,0.00227512,13802,0.00001390,0.00000000,0,0.00000000,8545,8546,5,0.00165913
1767983581.24916196,0.00234390,13681,0.00003209,0.00000000,0,0.00000000,8546,8545,7,0.00040552
1767983581.34888601,0.00804909,13656,0.00001801,0.00000000,0,0.00000000,8545,8548,5,0.00030976
1767983581.44956040,0.00793226,13814,0.00001844,0.00000000,0,0.00000000,8548,8551,3,0.00030493
1767983581.54909825,0.00262999,13683,0.00001680,0.00000000,0,0.00000000,8551,8554,6,0.00032241
1767983581.64997053,0.00261847,13787,0.00001402,0.00000000,0,0.00000000,8554,8559,6,0.00032536
1767983581.74945951,0.00265503,13675,0.00000800,0.00000000,0,0.00000000,8559,8562,3,0.00070385
1767983581.84882545,0.00259374,13661,0.00000717,0.00000000,0,0.00000000,8562,8564,3,0.00114162
1767983581.94855762,0.00264145,13665,0.00001576,0.00000000,0,0.00000000,8564,8564,8,0.00031421
1767983582.04941297,0.00264832,13857,0.00001251,0.00000000,0,0.00000000,8564,8569,6,0.00035129
1767983582.14890599,0.00342052,13700,0.00004376,0.00000000,0,0.00000000,8569,8578,14,0.00035635
1767983582.24977541,0.00860837,13911,0.00012988,0.00000000,0,0.00000000,8578,8579,15,0.00031031
1767983582.34922981,0.00535427,13799,0.00020403,0.00000000,0,0.00000000,8579,8569,30,0.00032157
1767983582.44883299,0.00808717,13728,0.00007351,0.00000000,0,0.00000000,8569,8580,25,0.00033160
1767983582.54969668,0.00699948,14003,0.00009003,0.00000000,0,0.00000000,8580,8590,45,0.00064932
1767983582.64927006,0.00863153,13763,0.00023172,0.00000000,0,0.00000000,8590,8585,29,0.00182081
1767983582.74876308,0.00512584,13698,0.00010914,0.00000000,0,0.00000000,8585,8594,22,0.00036220
1767983582.84829974,0.00850997,13648,0.00018116,0.00000000,0,0.00000000,8594,8607,23,0.00102244
1767983582.94921589,0.00424781,13776,0.00004652,0.00000000,0,0.00000000,8607,8613,20,0.00134546
1767983583.04868984,0.00851633,13309,0.00026276,0.00000000,0,0.00000000,8613,8631,33,0.00105509
1767983583.14959407,0.00450201,13703,0.00009839,0.00000000,0,0.00000000,8631,8644,34,0.00031076
1767983583.24912882,0.00858905,13476,0.00021660,0.00000000,0,0.00000000,8644,8653,27,0.00104659
1767983583.34997559,0.00279732,13540,0.00007447,0.00000000,0,0.00000000,8653,8669,30,0.00097637
1767983583.44952202,0.00839961,13221,0.00005141,0.00000000,0,0.00000000,8669,8678,29,0.00114858
1767983583.54904723,0.01002441,13236,0.00038062,0.00000000,0,0.00000000,8678,8692,53,0.00097343
1767983583.64986587,0.00843108,13306,0.00013934,0.00000000,0,0.00000000,8692,8695,19,0.00112809
1767983583.74944782,0.00367899,13007,0.00009315,0.00000000,0,0.00000000,8695,8705,28,0.00047140
1767983583.84896541,0.00844568,12796,0.00031553,0.00000000,0,0.00000000,8705,8686,33,0.00126505
1767983583.94847274,0.00563273,12759,0.00016733,0.00000000,0,0.00000000,8686,8696,27,0.00064438
1767983584.04803658,0.00877766,12575,0.00031525,0.00000000,0,0.00000000,8696,8686,27,0.00105251
1767983584.14890885,0.00783309,12506,0.00016178,0.00000000,0,0.00000000,8686,8702,34,0.00030339
1767983584.24839354,0.00833758,12081,0.00023475,0.00000000,0,0.00000000,8702,8716,42,0.00100045
1767983584.34925747,0.00385179,12195,0.00012449,0.00000000,0,0.00000000,8716,8722,36,0.00061268
1767983584.44879436,0.00827600,11935,0.00025483,0.00000000,0,0.00000000,8722,8714,30,0.00098348
1767983584.54966044,0.00442163,11892,0.00007146,0.00000000,0,0.00000000,8714,8740,45,0.00107870
1767983584.64921904,0.00705833,11553,0.00005837,0.00000000,0,0.00000000,8740,8757,33,0.00177914
1767983584.75008273,0.00876274,11759,0.00141784,0.00000000,0,0.00000000,8757,8611,46,0.00035900
1767983584.84958172,0.00862919,11599,0.00017835,0.00000000,0,0.00000000,8611,8622,23,0.00100158
1767983584.94914794,0.00218691,11499,0.00005138,0.00000000,0,0.00000000,8622,8640,30,0.00086432
1767983585.05002403,0.00767187,11658,0.00021720,0.00000000,0,0.00000000,8640,8661,34,0.00108335
1767983585.14951754,0.00684316,11416,0.00018028,0.00000000,0,0.00000000,8661,8678,31,0.00101994
1767983585.24907136,0.00759500,11380,0.00031252,0.00000000,0,0.00000000,8678,8696,44,0.00168521
1767983585.34989142,0.00481862,11597,0.00006919,0.00000000,0,0.00000000,8696,8698,18,0.00076563
1767983585.44909596,0.00805718,11223,0.00038012,0.00000000,0,0.00000000,8698,8693,23,0.00102059
1767983585.54900146,0.00863897,11172,0.00030778,0.00000000,0,0.00000000,8693,8687,34,0.00099077
1767983585.64853239,0.00782202,11303,0.00020410,0.00000000,0,0.00000000,8687,8708,30,0.00110285
1767983585.74939466,0.00255814,11452,0.00015655,0.00000000,0,0.00000000,8708,8724,25,0.00052979
1767983585.84888315,0.00744134,11253,0.00012350,0.00000000,0,0.00000000,8724,8730,14,0.00174519
1767983585.94842792,0.00328735,11249,0.00008461,0.00000000,0,0.00000000,8730,8741,21,0.00064569
1767983586.04931927,0.00894253,11476,0.00029697,0.00000000,0,0.00000000,8741,8756,36,0.00107574
1767983586.14881873,0.00966005,11320,0.00097608,0.00000000,0,0.00000000,8756,8832,87,0.00114906
1767983586.24838686,0.00849701,11278,0.00048142,0.00000000,0,0.00000000,8442,8509,87,0.00163814
1767983586.34787321,0.00540124,11192,0.00074022,0.00000000,0,0.00000000,8509,8547,103,0.00135318
1767983586.44749188,0.00851805,10854,0.00022750,0.00000000,0,0.00000000,8547,8621,128,0.00106707
1767983586.54831839,0.00696387,10884,0.00037346,0.00000000,0,0.00000000,8621,8670,92,0.00126601
1767983586.64917970,0.00647220,10757,0.00034130,0.00000000,0,0.00000000,8670,8718,71,0.00174504
1767983586.74866629,0.00646833,10716,0.00024537,0.00000000,0,0.00000000,8718,8723,64,0.00034671
1767983586.84955907,0.00759865,10735,0.00026615,0.00000000,0,0.00000000,8723,8752,43,0.00110582
1767983586.95007229,0.00700729,10600,0.00046701,0.00000000,0,0.00000000,8752,8781,63,0.00087835
1767983587.04992223,0.00860355,10550,0.00039993,0.00000000,0,0.00000000,8781,8795,50,0.00031928
1767983587.15077782,0.00490778,10653,0.00027435,0.00000000,0,0.00000000,8795,8809,28,0.00173576
1767983587.25031638,0.00801100,10659,0.00021140,0.00000000,0,0.00000000,8809,8822,32,0.00160350
1767983587.35121846,0.00727737,10644,0.00016484,0.00000000,0,0.00000000,8822,8829,26,0.00175802
1767983587.45071459,0.00709858,10588,0.00004355,0.00000000,0,0.00000000,8829,8838,23,0.00093521
1767983587.55025506,0.00488545,10515,0.00008661,0.00000000,0,0.00000000,8838,8859,30,0.00176464
1767983587.64976716,0.00708329,10495,0.00014229,0.00000000,0,0.00000000,8859,8867,19,0.00094904
1767983587.74934316,0.00701998,10484,0.00008464,0.00000000,0,0.00000000,8867,8877,14,0.00095671
1767983587.84884119,0.00555153,10478,0.00010445,0.00000000,0,0.00000000,8877,8870,18,0.00089881
1767983587.94842005,0.00705230,10480,0.00009923,0.00000000,0,0.00000000,8870,8869,14,0.00097086
1767983588.04790401,0.00697512,10478,0.00009634,0.00000000,0,0.00000000,8869,8869,10,0.00098798
1767983588.14876413,0.00847858,10491,0.00021351,0.00000000,0,0.00000000,8869,8869,17,0.00084755
1767983588.24831295,0.00720137,10509,0.00012655,0.00000000,0,0.00000000,8869,8879,17,0.00045012
1767983588.34783483,0.00713693,10545,0.00015993,0.00000000,0,0.00000000,8879,8878,18,0.00172380
1767983588.44868207,0.00761204,10549,0.00047317,0.00000000,0,0.00000000,8878,8903,48,0.00098133
1767983588.54825401,0.00411160,10412,0.00014881,0.00000000,0,0.00000000,8903,8939,57,0.00175227
1767983588.64907861,0.00710406,10238,0.00030918,0.00000000,0,0.00000000,8939,8962,55,0.00107376
1767983588.74996400,0.00842220,10169,0.00020354,0.00000000,0,0.00000000,8962,8975,31,0.00109895
